Anio;Dep Id;Dep Nombre;Mun Id;Mun Nombre;VER ID;VER NOMBRE;Ubicacion;AGPRE NOMBRE;Cantidad Muestras;Promedio;Nivel de Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52083;BELEN;52083003;EL BRONCAZO;RURAL;ALCALDIA MUNICIPAL BELEN;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52083;BELEN;52083999;EXPANSION URBANA;URBANO; EMPOBELEN E.S.P;5;69,2937;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52083;BELEN;520830000;SIN DATO;URBANO; EMPOBELEN E.S.P;7;27,5615;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52083;BELEN;520830000;SIN DATO;RURAL;ALCALDIA MUNICIPAL BELEN;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52083;BELEN;52083004;LA ESPERANZA;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO CAMPO DE MARIA LA ESPERANZA ;2;57,974;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52083;BELEN;52083011;SANTA ROSA;RURAL;ALCALDIA MUNICIPAL BELEN;1;24,3902;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52083;BELEN;52083999;EXPANSION URBANA;URBANO; EMPOBELEN E.S.P;5;48,0446;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52083;BELEN;520830000;SIN DATO;URBANO; EMPOBELEN E.S.P;9;25,8075;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52083;BELEN;520830000;SIN DATO;RURAL;ALCALDIA MUNICIPAL BELEN;1;21,8978;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52083;BELEN;52083012;SEBASTIANILLO;RURAL;JUNTA ADMINISTRADORA ACUEDUCTO POTRERITO Y SEBASTIANILLO - BELEN;1;57,1428;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52083;BELEN;52083003;EL BRONCAZO;RURAL;ALCALDIA MUNICIPAL BELEN;1;65,0406;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52110;BUESACO;521100000;SIN DATO;URBANO;ADMINISTRACION PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DOMICILIARIOS DE BUESACO;15;14,8397;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52110;BUESACO;521100000;SIN DATO;URBANO;ADMINISTRACION PUBLICA COOPERATIVA DE SERVICIOS PUBLICOS DOMICILIARIOS DE BUESACO;20;16,0076;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240024;PORTACHUELO;RURAL;JUNTA DE ACCION COMUNAL VEREDA PORTACHUELO;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240517;HATILLO ANTIGUO;RURAL;JUNTA ADMINITRADORA DE ACUEDUCTO HATILLO ANTIGUO;1;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240033;VEREDA EL HATILLO PANAMERICANO;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO HATILLO PANAMERICANO;1;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240027;SALADITO;RURAL;USUARIOS DE AGUA VEREDA EL SALADITO;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240022;PASIZARA;RURAL;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL DE PASIZARA;1;74,7663;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240028;SANCHEZ;RURAL;JUNTA DE ACCION COMUNAL VEREDA EL CHAMANO-SANCHES;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240018;MATARREDONDA;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA MATARREDONDA;1;74,7663;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240002;CASABUY;RURAL;ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO CORREGIMIENTO DE CASABUY - LA PALMA ;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;522400000;SIN DATO;RURAL;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO Y ALCANTARILLADO DE CHACHAGUI SOCIEDAD POR ACCIONES SIMPLIFICADA SAS ESP;3;18,2482;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240013;LA CRUZ;RURAL;JUNTA DE ACCION COMUNAL VEREDA LA CRUZ;1;74,7663;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240008;EL CONVENTO;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO SANCHEZ EL CONVENTO;1;87,7697;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240016;LA VICTORIA;RURAL;JUNTA DE ACCION COMUNAL VEREDA LA VICTORIA;1;89,928;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240026;ROBLES;RURAL;JUNTA DE ACCION COMUNAL VEREDA ROBLES;2;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240007;EL COMUN;RURAL;JUNTA DE ACCION COMUNAL EL LINDERO;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240017;LAS LOMITAS;RURAL;JUNTA DE ACCION COMUNAL VEREDA SAN LORENZO LAS LOMITAS;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;522400000;SIN DATO;URBANO;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO Y ALCANTARILLADO DE CHACHAGUI SOCIEDAD POR ACCIONES SIMPLIFICADA SAS ESP;2;29,1971;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240031;VEREDA EL HATILLO;RURAL;JUNTA DE ACCION COMUNAL VEREDA HATILLO SECTOR UNO;1;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240508;LA MONTANA;RURAL;ASOCIACION AGROPECUARIA LA MONTANA;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240036;VEREDA EL TRISAGIO;RURAL;USUARIOS DE AGUA VEREDA  EL TRISAGIO ELVIO VASQUES Y OTROS;1;81,2949;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240032;VEREDA MORAVIA;RURAL;JUNTA DE ACCION COMUNAL VEREDA LA MORAVIA;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52240;CHACHAGUI;52240035;VEREDA LA FLORESTA;RURAL;ASOCIACION AGROPECUARIA LA FLORESTA;1;81,2949;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240035;VEREDA LA FLORESTA;RURAL;ASOCIACION AGROPECUARIA LA FLORESTA;2;86,5824;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240002;CASABUY;RURAL;ASOCIACION JUNTA ADMINISTRADORA DE ACUEDUCTO CORREGIMIENTO DE CASABUY - LA PALMA ;2;21,5827;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240031;VEREDA EL HATILLO;RURAL;JUNTA DE ACCION COMUNAL VEREDA HATILLO SECTOR UNO;2;61,2973;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240016;LA VICTORIA;RURAL;JUNTA DE ACCION COMUNAL VEREDA LA VICTORIA;1;87,7697;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;522400000;SIN DATO;URBANO;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO Y ALCANTARILLADO DE CHACHAGUI SOCIEDAD POR ACCIONES SIMPLIFICADA SAS ESP;4;5,102;Riesgo Bajo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240022;PASIZARA;RURAL;ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL DE PASIZARA;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;522400000;SIN DATO;RURAL;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO Y ALCANTARILLADO DE CHACHAGUI SOCIEDAD POR ACCIONES SIMPLIFICADA SAS ESP;6;10,5956;Riesgo Bajo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240509;LA GERMANIA;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO LA GERMANIA;2;43,3117;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240021;PALMAS BAJO;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO Y ALCANTARILLADO PALMAS BAJO;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240028;SANCHEZ;RURAL;JUNTA DE ACCION COMUNAL VEREDA EL CHAMANO-SANCHES;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240036;VEREDA EL TRISAGIO;RURAL;USUARIOS DE AGUA VEREDA  EL TRISAGIO ELVIO VASQUES Y OTROS;1;91,2408;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240517;HATILLO ANTIGUO;RURAL;JUNTA ADMINITRADORA DE ACUEDUCTO HATILLO ANTIGUO;2;61,2973;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240034;VEREDA LA VICTORIA;RURAL;JUNTA DE ACCION COMUNAL VEREDA LA VICTORIA;1;91,8699;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;522400000;SIN DATO;RURAL;JUNTA DE ACCION COMUNAL BARRIO BELLA VISTA;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240007;EL COMUN;RURAL;JUNTA DE ACCION COMUNAL EL LINDERO;3;74,4379;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;522400000;SIN DATO;RURAL;CAJA DE COMPENSACION FAMILIAR DE NARIÑO;1;0;Sin Riesgo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240027;SALADITO;RURAL;USUARIOS DE AGUA VEREDA EL SALADITO;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240006;CUNDUR;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO LAGRIMAS DEL CONDORITO;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240018;MATARREDONDA;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA MATARREDONDA;2;68,3453;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240017;LAS LOMITAS;RURAL;JUNTA DE ACCION COMUNAL VEREDA SAN LORENZO LAS LOMITAS;2;89,4895;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240026;ROBLES;RURAL;JUNTA DE ACCION COMUNAL VEREDA ROBLES;2;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240516;VERGEL ALTO;RURAL;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO Y ALCANTARILLADO DE CHACHAGUI SOCIEDAD POR ACCIONES SIMPLIFICADA SAS ESP;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240508;LA MONTANA;RURAL;ASOCIACION AGROPECUARIA LA MONTANA;1;68,3453;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240013;LA CRUZ;RURAL;JUNTA DE ACCION COMUNAL VEREDA LA CRUZ;3;65,4676;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240008;EL CONVENTO;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO SANCHEZ EL CONVENTO;2;12,1951;Riesgo Bajo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240032;VEREDA MORAVIA;RURAL;JUNTA DE ACCION COMUNAL VEREDA LA MORAVIA;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240033;VEREDA EL HATILLO PANAMERICANO;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO HATILLO PANAMERICANO;2;61,2973;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240011;HATO VIEJO;RURAL;JUNTA DE ACCION COMUNAL VEREDA HATO VIEJO;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;52;NARIÑO;52240;CHACHAGUI;52240511;BELLA VISTA ;RURAL;EMPRESA DE SERVICIOS PUBLICOS DE ACUEDUCTO Y ALCANTARILLADO DE CHACHAGUI SOCIEDAD POR ACCIONES SIMPLIFICADA SAS ESP;1;57,5539;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52203;COLON;52203026;LOMA DE ORTIZ;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA LOMA DE ORTIZ;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52203;COLON;52203008;CUJACAL;RURAL;ASOCIACIÓN DE USUARIOS ADMINISTRADORA DEL SERVICIO PÚBLICO DOMICILIARIO DE ACUEDUCTO DE LA VEREDA EL HELECHAL Y CUJACAL MUNICIPIO DE COLON NARIÑO;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52203;COLON;52203025;LOMA DE GANADO;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA LOMA DEL GANADO;1;91,2408;Inviable Sanitariamente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52203;COLON;52203018;GUAITARILLA;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA GUAITARILLA;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52203;COLON;52203005;BUESACO;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA BUESACO;2;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52203;COLON;52203033;VILLANUEVA;RURAL;ASOCIACIÓN AGROAMBIENTAL Y ARTESANAL DE VILLANUEVA;1;21,8978;Riesgo Medio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52203;COLON;52203024;LAS LAJAS;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA LAS LAJAS;2;69,343;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52203;COLON;522030000;SIN DATO;RURAL;ASOCIACION DE USUARIOS ADMI DEL SERVICIO PUBLICO DOMICILIARIO DE ACUEDUCTO DE LAS VEREDAS EL PLACER LA CUESTA Y LA PLATA MUNICIPIO DE COLON NARIÑO;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52203;COLON;52203028;PALACIO ALTO;RURAL;ASOCIACIÓN DE USUARIOS  DEL ACUEDUCTO INTERVEREDAL IDELFONSO OBANDO;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52203;COLON;52203013;EL MACAL;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA EL MACAL;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;52;NARIÑO;52203;COLON;52203009;DAVID ALTO;RURAL;JUNTA ADMINISTRADORA DE ACUEDUCTO VEREDA DAVID ALTO;1;58,3941;Riesgo Alto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
